rt,button_pressed,test_part,utt,box,left_obj,right_obj,responses,subid,selected_obj,accuracy
536.0000000000582,1,obj_selection,simple_utt,img/lostbox4c.png,complex.png,simple.png,,14,simple.png,0
13619.999999998981,NA,comment,,,,,doll,14,,0
2758.00000000163,0,,,,,,,14,,0
5483.000000007451,0,obj_selection,simple_utt,img/lostbox4a.png,complex.png,simple.png,,15,complex.png,1
5973.9999999292195,0,obj_selection,complex_utt,img/lostbox4a.png,complex.png,simple.png,,15,complex.png,0
29847.999999998137,NA,comment,,,,,this object different from ball,15,,0
2262.000000104308,0,,,,,,,15,,0
6417.54499997478,1,obj_selection,simple_utt,img/lostbox4b.png,complex.png,simple.png,,16,simple.png,0
2484.070000005886,0,obj_selection,complex_utt,img/lostbox4b.png,complex.png,simple.png,,16,complex.png,0
56701.96500001475,NA,comment,,,,,"The first one seemed simple with only 2 words and the object looked simple, the second was more complex and that object looked more complex.",16,,0
2451.0850000660866,0,,,,,,,16,,0
5114.935000005062,0,obj_selection,simple_utt,img/lostbox4c.png,simple.png,complex.png,,17,simple.png,0
2890.224999995553,0,obj_selection,complex_utt,img/lostbox4c.png,simple.png,complex.png,,17,simple.png,1
2395.4950000043027,NA,comment,,,,,,17,,0
1804.3800000014016,0,,,,,,,17,,0
5831.085000012536,0,obj_selection,complex_utt,img/lostbox4b.png,complex.png,simple.png,,18,complex.png,0
2946.754999982659,1,obj_selection,simple_utt,img/lostbox4b.png,complex.png,simple.png,,18,simple.png,0
13613.929999992251,NA,comment,,,,,I thought the one with more detail had more words,18,,0
1528.0499999644235,0,,,,,,,18,,0
16255.000000000058,0,obj_selection,simple_utt,img/lostbox4b.png,complex.png,simple.png,,19,complex.png,1
4407.999999999418,0,obj_selection,complex_utt,img/lostbox4b.png,complex.png,simple.png,,19,complex.png,0
26833.999999999825,NA,comment,,,,,It is my guess ,19,,0
1491,0,,,,,,,19,,0
9421.05000000447,1,obj_selection,simple_utt,img/lostbox4c.png,complex.png,simple.png,,20,simple.png,0
2878.2399999909103,0,obj_selection,complex_utt,img/lostbox4c.png,complex.png,simple.png,,20,complex.png,0
18760.97999990452,NA,comment,,,,,I thought it would fit the alien the most.,20,,0
1032.344999955967,0,,,,,,,20,,0
3550.9999999776483,1,obj_selection,simple_utt,img/lostbox4a.png,complex.png,simple.png,,21,simple.png,0
1319.999999832362,1,obj_selection,complex_utt,img/lostbox4a.png,complex.png,simple.png,,21,simple.png,1
25385.999999940395,NA,comment,,,,,ball,21,,0
1515.0000001303852,0,,,,,,,21,,0
14928.425000049174,0,obj_selection,complex_utt,img/lostbox4a.png,simple.png,complex.png,,22,simple.png,1
2827.4550000205636,1,obj_selection,simple_utt,img/lostbox4a.png,simple.png,complex.png,,22,complex.png,1
41160.03999998793,NA,comment,,,,,I figure the green ball had a longer description (more words) since there were multiple balls and the alien had to use adjectives to describe which ball it was.,22,,0
1477.6500000152737,0,,,,,,,22,,0
1672.1999999999753,1,obj_selection,simple_utt,img/lostbox4a.png,complex.png,simple.png,,23,simple.png,0
1057.2999999999447,0,obj_selection,complex_utt,img/lostbox4a.png,complex.png,simple.png,,23,complex.png,0
15944.899999999958,NA,comment,,,,,The more complex object requires more words to explain.,23,,0
794.4999999999709,0,,,,,,,23,,0
4169.324999998935,0,obj_selection,complex_utt,img/lostbox4c.png,simple.png,complex.png,,24,simple.png,1
2803.3099999993283,1,obj_selection,simple_utt,img/lostbox4c.png,simple.png,complex.png,,24,complex.png,1
57014.97999999992,NA,comment,,,,,I honestly had no reason for why I picked the objects. The text was all gibberish to me so I just picked an object based on my gut feeling.,24,,0
949.3049999982759,0,,,,,,,24,,0
26211.000000010245,0,obj_selection,complex_utt,img/lostbox4b.png,simple.png,complex.png,,25,simple.png,1
3270.0000000186265,1,obj_selection,simple_utt,img/lostbox4b.png,simple.png,complex.png,,25,complex.png,1
32040.999999968335,NA,comment,,,,,Because of the alien same ,25,,0
6570.000000065193,0,,,,,,,25,,0
4602.6200000196695,1,obj_selection,simple_utt,img/lostbox4a.png,simple.png,complex.png,,26,complex.png,1
1846.1450000759214,0,obj_selection,complex_utt,img/lostbox4a.png,simple.png,complex.png,,26,simple.png,1
36976.49499983527,NA,comment,,,,,I think the blue alien lost all of the round balls so that's why he spoke more words. The red alien just lost the one object with the lights.,26,,0
1706.7650000099093,0,,,,,,,26,,0
2733.890000032261,0,obj_selection,simple_utt,img/lostbox4b.png,complex.png,simple.png,,27,complex.png,1
3677.7999999467283,1,obj_selection,complex_utt,img/lostbox4b.png,complex.png,simple.png,,27,simple.png,1
8692.694999976084,NA,comment,,,,,No idea. How am I supposed to know a made up language? ,27,,0
2130.0250000786036,0,,,,,,,27,,0
5489.804999997432,1,obj_selection,complex_utt,img/lostbox4b.png,simple.png,complex.png,,28,complex.png,0
2412.7650000009453,1,obj_selection,simple_utt,img/lostbox4b.png,simple.png,complex.png,,28,complex.png,1
33519.46500000122,NA,comment,,,,,aliens speech was related to that objects,28,,0
1621.3299999981245,0,,,,,,,28,,0
3518.13499999934,0,obj_selection,complex_utt,img/lostbox4a.png,simple.png,complex.png,,29,simple.png,1
789.869999999617,0,obj_selection,simple_utt,img/lostbox4a.png,simple.png,complex.png,,29,simple.png,0
4404.145000000426,NA,comment,,,,,nice,29,,0
762.960000000021,0,,,,,,,29,,0
5512.960000021849,1,obj_selection,simple_utt,img/lostbox4c.png,complex.png,simple.png,,30,simple.png,0
5117.380000010598,0,obj_selection,complex_utt,img/lostbox4c.png,complex.png,simple.png,,30,complex.png,0
7365.289999986999,NA,comment,,,,,went with my gut,30,,0
1597.5500000058673,0,,,,,,,30,,0
2761.6200000047684,0,obj_selection,simple_utt,img/lostbox4a.png,simple.png,complex.png,,31,simple.png,0
1917.094999924302,0,obj_selection,complex_utt,img/lostbox4a.png,simple.png,complex.png,,31,simple.png,1
12750.920000020415,NA,comment,,,,,Bado mep,31,,0
2621.8449999578297,0,,,,,,,31,,0
3824.0000000223517,1,obj_selection,complex_utt,img/lostbox4b.png,simple.png,complex.png,,32,complex.png,0
1381.000000052154,0,obj_selection,simple_utt,img/lostbox4b.png,simple.png,complex.png,,32,simple.png,0
23145.000000018626,NA,comment,,,,,green circle,32,,0
2167.9999998304993,0,,,,,,,32,,0
10984.060000046156,1,obj_selection,simple_utt,img/lostbox4c.png,complex.png,simple.png,,33,simple.png,0
1441.594999982044,0,obj_selection,complex_utt,img/lostbox4c.png,complex.png,simple.png,,33,complex.png,0
10255.914999986999,NA,comment,,,,,It seems like the more complicated object,33,,0
1014.5550000015646,0,,,,,,,33,,0
9417.97500004759,0,obj_selection,complex_utt,img/lostbox4b.png,simple.png,complex.png,,34,simple.png,1
1195.3599999542348,0,obj_selection,simple_utt,img/lostbox4b.png,simple.png,complex.png,,34,simple.png,0
96223.96999999182,NA,comment,,,,, hat is how i understood it,34,,0
4708.784999966156,0,,,,,,,34,,0
6252.000000036787,1,obj_selection,simple_utt,img/lostbox4b.png,simple.png,complex.png,,35,complex.png,1
3206.9999999948777,0,obj_selection,complex_utt,img/lostbox4b.png,simple.png,complex.png,,35,simple.png,1
18141.99999999255,NA,comment,,,,,only for my own opinion,35,,0
4642.000000050757,0,,,,,,,35,,0
6579.410000005737,1,obj_selection,simple_utt,img/lostbox4b.png,simple.png,complex.png,,36,complex.png,1
3533.1800000276417,0,obj_selection,complex_utt,img/lostbox4b.png,simple.png,complex.png,,36,simple.png,1
38475.93000018969,NA,comment,,,,,maybe explaining the green ball would take more words,36,,0
1590.339999878779,0,,,,,,,36,,0
2956.4600000157952,1,obj_selection,simple_utt,img/lostbox4a.png,complex.png,simple.png,,37,simple.png,0
2038.0650002043694,1,obj_selection,complex_utt,img/lostbox4a.png,complex.png,simple.png,,37,simple.png,1
6374.524999875575,NA,comment,,,,,Bado mep,37,,0
1297.454999992624,0,,,,,,,37,,0
13500,1,obj_selection,complex_utt,img/lostbox4c.png,complex.png,simple.png,,38,simple.png,1
2033,0,obj_selection,simple_utt,img/lostbox4c.png,complex.png,simple.png,,38,complex.png,1
13683,NA,comment,,,,,I just went with my gut feeling,38,,0
1492,0,,,,,,,38,,0
21455.76999988407,0,obj_selection,simple_utt,img/lostbox4a.png,simple.png,complex.png,,39,simple.png,0
2477.150000166148,1,obj_selection,complex_utt,img/lostbox4a.png,simple.png,complex.png,,39,complex.png,0
30790.320000145584,NA,comment,,,,,I chose based on Guess,39,,0
1901.5299999155104,0,,,,,,,39,,0
7594.0349999582395,1,obj_selection,simple_utt,img/lostbox4c.png,simple.png,complex.png,,40,complex.png,1
1869.4899999536574,0,obj_selection,complex_utt,img/lostbox4c.png,simple.png,complex.png,,40,simple.png,1
15050.844999961555,NA,comment,,,,,I just guessed because I truly have no idea,40,,0
1074.0099999820814,0,,,,,,,40,,0
4566.709999999148,0,obj_selection,simple_utt,img/lostbox4c.png,simple.png,complex.png,,41,simple.png,0
2505.9949999995297,0,obj_selection,complex_utt,img/lostbox4c.png,simple.png,complex.png,,41,simple.png,1
16795.304999999586,NA,comment,,,,,Beda mep,41,,0
1919.4749999988126,0,,,,,,,41,,0
2290.739999851212,1,obj_selection,complex_utt,img/lostbox4a.png,complex.png,simple.png,,42,simple.png,1
1254.6200000215322,1,obj_selection,simple_utt,img/lostbox4a.png,complex.png,simple.png,,42,simple.png,0
5213.87999993749,NA,comment,,,,,Bado mep,42,,0
1707.4049999937415,0,,,,,,,42,,0
9616.68500000087,0,obj_selection,simple_utt,img/lostbox4c.png,simple.png,complex.png,,43,simple.png,0
3235.0050000022748,1,obj_selection,complex_utt,img/lostbox4c.png,simple.png,complex.png,,43,complex.png,0
11665.669999994861,NA,comment,,,,,i like it,43,,0
1329.5100000032107,0,,,,,,,43,,0
4453.970000000023,1,obj_selection,complex_utt,img/lostbox4c.png,complex.png,simple.png,,44,simple.png,1
1605.324999999997,0,obj_selection,simple_utt,img/lostbox4c.png,complex.png,simple.png,,44,complex.png,1
15522.810000000158,NA,comment,,,,,I tried to go with my gut instinct on what they sounded like,44,,0
1032.0750000000771,0,,,,,,,44,,0
10328.310000011697,1,obj_selection,complex_utt,img/lostbox4c.png,simple.png,complex.png,,45,complex.png,0
6393.219999969006,1,obj_selection,simple_utt,img/lostbox4c.png,simple.png,complex.png,,45,complex.png,1
9093.470000021625,NA,comment,,,,,I just guessed,45,,0
1047.309999994468,0,,,,,,,45,,0
4931.999999971595,1,obj_selection,complex_utt,img/lostbox4b.png,simple.png,complex.png,,46,complex.png,0
17609.99999998603,1,obj_selection,simple_utt,img/lostbox4b.png,simple.png,complex.png,,46,complex.png,1
17753.000000026077,NA,comment,,,,,only for my own opinion,46,,0
2630.9999999939464,0,,,,,,,46,,0
10016.534999973373,0,obj_selection,simple_utt,img/lostbox4a.png,simple.png,complex.png,,47,simple.png,0
2304.2850000201724,1,obj_selection,complex_utt,img/lostbox4a.png,simple.png,complex.png,,47,complex.png,0
45264.07500001369,NA,comment,,,,,Green ball is easy to explain so I am guessing it is shorter word. ,47,,0
1806.2900000077207,0,,,,,,,47,,0
2595.1650000642985,0,obj_selection,complex_utt,img/lostbox4c.png,complex.png,simple.png,,48,complex.png,0
3189.7449999814853,1,obj_selection,simple_utt,img/lostbox4c.png,complex.png,simple.png,,48,simple.png,0
29809.7500000149,NA,comment,,,,,the green ball had fewer qualities to distinguish it from the others so I figure it would take fewer words to describe it than the other toy,48,,0
861.7749999975786,0,,,,,,,48,,0
10254.420000012033,0,obj_selection,simple_utt,img/lostbox4b.png,complex.png,simple.png,,49,complex.png,1
4714.550000033341,1,obj_selection,complex_utt,img/lostbox4b.png,complex.png,simple.png,,49,simple.png,1
11226.719999976922,NA,comment,,,,,BALL,49,,0
3535.3300000424497,0,,,,,,,49,,0
5839.9999999965075,0,obj_selection,simple_utt,img/lostbox4c.png,complex.png,simple.png,,50,complex.png,1
3032.999999995809,1,obj_selection,complex_utt,img/lostbox4c.png,complex.png,simple.png,,50,simple.png,1
13875.99999998929,NA,comment,,,,,JUST GUESSING,50,,0
1539.0000000188593,0,,,,,,,50,,0
